Date Rptd,DR NO,DATE OCC,TIME OCC,AREA,AREA NAME,RD,Crm Cd,Crm Cd Desc,Status,Status Desc,LOCATION,Cross Street,Location 1
07/24/2014,140214698,07/24/2014,0850,02,Rampart,0217,480,BIKE - STOLEN,IC,Invest Cont,  500         GLENDALE                     BL,,"(34.0682, -118.2609)"
08/01/2014,140215209,07/24/2014,0800,02,Rampart,0249,480,BIKE - STOLEN,IC,Invest Cont,  400         LUCAS                        AV,,"(34.0574, -118.2621)"
07/29/2014,140616430,07/24/2014,1000,06,Hollywood,0644,480,BIKE - STOLEN,IC,Invest Cont, 1300      N  POINSETTIA                   PL,,"(34.0944, -118.3483)"
02/08/2014,141105728,01/29/2014,0730,11,Northeast,1102,480,BIKE - STOLEN,IC,Invest Cont, 3200         LOS FELIZ                    BL,,"(34.1235, -118.2685)"
07/29/2014,142013961,07/24/2014,0700,20,Olympic,2011,480,BIKE - STOLEN,IC,Invest Cont,  200      N  RIDGEWOOD                    PL,,"(34.0746, -118.3146)"
01/29/2014,141205756,01/29/2014,1300,12,77th Street,1265,480,BIKE - STOLEN,IC,Invest Cont, 1000      W  85TH                         ST,,"(33.961, -118.2919)"
01/28/2014,140105895,01/28/2014,1500,01,Central,0161,480,BIKE - STOLEN,IC,Invest Cont,  700      S  FIGUEROA                     ST,,"(34.0494, -118.2599)"
07/24/2014,142013721,07/23/2014,2300,20,Olympic,2069,480,BIKE - STOLEN,IC,Invest Cont, 1200         MAGNOLIA                     AV,,"(34.0491, -118.2865)"
07/22/2014,140117219,07/22/2014,0820,01,Central,0135,480,BIKE - STOLEN,IC,Invest Cont,              3RD                          ST,   WERDIN                       PL,"(34.0501, -118.2467)"
07/22/2014,140300919,07/22/2014,2000,03,Southwest,0358,480,BIKE - STOLEN,IC,Invest Cont, 3400         WATT                         WY,,"(34.0193, -118.2885)"
07/22/2014,140316187,07/22/2014,0505,03,Southwest,0328,480,BIKE - STOLEN,IC,Invest Cont,              SHRINE,   32ND,"(34.0243, -118.2806)"
07/23/2014,140615997,07/22/2014,2100,06,Hollywood,0649,480,BIKE - STOLEN,IC,Invest Cont, 1600         WINONA                       BL,,"(34.1003, -118.3022)"
01/28/2014,141205728,01/28/2014,1345,12,77th Street,1213,480,BIKE - STOLEN,IC,Invest Cont,              SLAUSON,   WESTERN,"(33.9892, -118.3089)"
01/27/2014,140105761,01/27/2014,0900,01,Central,0142,480,BIKE - STOLEN,IC,Invest Cont,  300      S  FIGUEROA                     ST,,"(34.0551, -118.2545)"
07/23/2014,141012648,07/22/2014,1700,10,West Valley,1033,480,BIKE - STOLEN,IC,Invest Cont,              ERWIN,   BAIRD,"(34.1839, -118.5377)"
07/23/2014,141113854,07/22/2014,2355,11,Northeast,1143,480,BIKE - STOLEN,IC,Invest Cont, 2200         LYRIC                        AV,,"(34.1004, -118.274)"
07/27/2014,141114069,07/22/2014,0001,11,Northeast,1132,480,BIKE - STOLEN,IC,Invest Cont, 3700         LOS FELIZ                    BL,,"(34.1157, -118.2733)"
07/23/2014,140117303,07/21/2014,1610,01,Central,0161,480,BIKE - STOLEN,IC,Invest Cont,  700      S  FIGUEROA                     ST,,"(34.0494, -118.2599)"
07/21/2014,141712723,07/21/2014,1800,17,Devonshire,1773,480,BIKE - STOLEN,IC,Invest Cont,18100         NORDHOFF                     ST,,"(34.2355, -118.5274)"
01/29/2014,141705209,01/27/2014,1400,17,Devonshire,1785,480,BIKE - STOLEN,IC,Invest Cont,18200         GRESHAM                      ST,,"(34.231, -118.5298)"
01/26/2014,141105117,01/26/2014,1915,11,Northeast,1139,480,BIKE - STOLEN,IC,Invest Cont, 5900         ARROYO                       DR,,"(34.1065, -118.1878)"
07/20/2014,140117058,07/20/2014,2130,01,Central,0158,480,BIKE - STOLEN,IC,Invest Cont,              6TH                          ST,   CERES,"(34.0406, -118.2425)"
07/24/2014,140616032,07/20/2014,1300,06,Hollywood,0639,480,BIKE - STOLEN,IC,Invest Cont, 1800      N  NORMANDIE                    AV,,"(34.1036, -118.3006)"
07/31/2014,140616535,07/20/2014,1800,06,Hollywood,0643,480,BIKE - STOLEN,IC,Invest Cont, 1600      N  POINSETTIA                   PL,,"(34.0998, -118.3479)"
07/29/2014,141114160,07/20/2014,1200,11,Northeast,1173,480,BIKE - STOLEN,IC,Invest Cont, 2100         LEMOYNE                      ST,,"(34.0905, -118.2525)"
01/29/2014,141505550,01/26/2014,1600,15,N Hollywood,1595,480,BIKE - STOLEN,IC,Invest Cont,11800         LAURELWOOD                   DR,,"(34.1404, -118.3894)"
01/26/2014,142005126,01/26/2014,2050,20,Olympic,2027,480,BIKE - STOLEN,IC,Invest Cont, 3200      W  6TH                          ST,,"(34.0637, -118.2916)"
01/25/2014,140105683,01/25/2014,1810,01,Central,0158,480,BIKE - STOLEN,IC,Invest Cont,  500         STANFORD                     AV,,"(34.0426, -118.2412)"
01/28/2014,140205380,01/25/2014,1830,02,Rampart,0256,480,BIKE - STOLEN,IC,Invest Cont,              6TH                          ST,   BONNIE BRAE                  ST,"(34.0588, -118.2731)"
07/20/2014,140512310,07/19/2014,1700,05,Harbor,0564,480,BIKE - STOLEN,IC,Invest Cont,  100      W  3RD                          ST,,"(33.7415, -118.2796)"
07/19/2014,140615742,07/19/2014,0645,06,Hollywood,0636,480,BIKE - STOLEN,IC,Invest Cont, 1700      N  IVAR                         AV,,"(34.1016, -118.3282)"
01/25/2014,140105643,01/24/2014,1730,01,Central,0152,480,BIKE - STOLEN,IC,Invest Cont,              7TH                          ST,   FLOWER,"(34.0493, -118.2596)"
01/26/2014,140105706,01/24/2014,2000,01,Central,0163,480,BIKE - STOLEN,IC,Invest Cont,  700      S  SPRING                       ST,,"(34.0445, -118.2523)"
01/25/2014,140205205,01/24/2014,2030,02,Rampart,0238,480,BIKE - STOLEN,IC,Invest Cont,  300         PATTON                       ST,,"(34.0652, -118.2592)"
07/19/2014,140116944,07/18/2014,0930,01,Central,0144,480,BIKE - STOLEN,IC,Invest Cont,  400      S  MAIN                         ST,,"(34.0482, -118.2472)"
07/21/2014,140214521,07/18/2014,1700,02,Rampart,0249,480,BIKE - STOLEN,IC,Invest Cont,  600         SAINT PAUL                   AV,,"(34.0535, -118.2609)"
07/18/2014,140315969,07/18/2014,0800,03,Southwest,0328,480,BIKE - STOLEN,IC,Invest Cont, 2700      S  HOOVER                       ST,,"(34.03, -118.284)"
07/19/2014,141113664,07/18/2014,2100,11,Northeast,1162,480,BIKE - STOLEN,IC,Invest Cont, 4300      W  SUNSET                       BL,,"(34.0947, -118.2828)"
01/24/2014,140105618,01/23/2014,0730,01,Central,0142,480,BIKE - STOLEN,IC,Invest Cont,  300      S  GRAND                        AV,,"(34.053, -118.2513)"
03/18/2014,140109041,01/23/2014,1900,01,Central,0147,480,BIKE - STOLEN,IC,Invest Cont,              LOS ANGELES,   WINSTON                      ST,"(34.0461, -118.2476)"
01/23/2014,140605326,01/23/2014,0200,06,Hollywood,0636,480,BIKE - STOLEN,IC,Invest Cont, 1700      N  HIGHLAND                     AV,,"(34.1016, -118.3387)"
07/18/2014,142112916,07/18/2014,0830,21,Topanga,2111,480,BIKE - STOLEN,IC,Invest Cont, 8000         ROYER                        AV,,"(34.216, -118.6284)"
07/17/2014,140116829,07/17/2014,1610,01,Central,0163,480,BIKE - STOLEN,IC,Invest Cont,  700      S  BROADWAY,,"(34.0452, -118.2534)"
07/18/2014,140116860,07/17/2014,1610,01,Central,0138,480,BIKE - STOLEN,IC,Invest Cont,  300      S  ALAMEDA                      ST,,"(34.0455, -118.2381)"
07/19/2014,140116951,07/17/2014,2000,01,Central,0152,480,BIKE - STOLEN,IC,Invest Cont,              6TH                          ST,   GRAND,"(34.0507, -118.2582)"
07/17/2014,140315930,07/17/2014,2300,03,Southwest,0328,480,BIKE - STOLEN,IC,Invest Cont,              HOOVER,   ADAMS,"(34.0317, -118.284)"
07/18/2014,140711594,07/17/2014,2230,07,Wilshire,0765,480,BIKE - STOLEN,IC,Invest Cont, 1200      S  LA BREA                      AV,,"(34.0534, -118.3436)"
07/17/2014,141113555,07/17/2014,1300,11,Northeast,1181,480,BIKE - STOLEN,IC,Invest Cont, 2000      W  SUNSET                       BL,,"(34.0779, -118.2617)"
01/22/2014,140205129,01/22/2014,1900,02,Rampart,0291,480,BIKE - STOLEN,IC,Invest Cont, 1300         ALVARADO                     TR,,"(34.0461, -118.2801)"
01/23/2014,141104953,01/22/2014,1900,11,Northeast,1189,480,BIKE - STOLEN,IC,Invest Cont, 2600      N  FIGUEROA                     ST,,"(34.0839, -118.2224)"
01/24/2014,141105010,01/22/2014,0900,11,Northeast,1148,480,BIKE - STOLEN,IC,Invest Cont,  300      W  AVENUE 45,,"(34.0977, -118.2098)"
07/18/2014,142013422,07/17/2014,2100,20,Olympic,2027,480,BIKE - STOLEN,IC,Invest Cont,              6TH,   BERENDO,"(34.0636, -118.2941)"
07/16/2014,140116730,07/16/2014,1700,01,Central,0162,480,BIKE - STOLEN,IC,Invest Cont,  700      S  HILL                         ST,,"(34.0459, -118.2545)"
08/06/2014,140118344,07/16/2014,2045,01,Central,0128,480,BIKE - STOLEN,IC,Invest Cont,  300      E  2ND                          ST,,"(34.0493, -118.2418)"
08/21/2014,140119540,07/16/2014,0800,01,Central,0174,480,BIKE - STOLEN,IC,Invest Cont,  800      S  SPRING                       ST,,"(34.0431, -118.2536)"
07/17/2014,140214275,07/16/2014,2300,02,Rampart,0275,480,BIKE - STOLEN,IC,Invest Cont, 1000      S  WESTLAKE                     AV,,"(34.0512, -118.2787)"
07/17/2014,140512238,07/16/2014,2200,05,Harbor,0515,480,BIKE - STOLEN,IC,Invest Cont, 1500      N  AVALON                       BL,,"(33.7933, -118.2635)"
01/24/2014,141205361,01/22/2014,1130,12,77th Street,1249,480,BIKE - STOLEN,IC,Invest Cont,  700      W  75TH                         ST,,"(33.9717, -118.2856)"
07/18/2014,141500967,07/16/2014,2100,15,N Hollywood,1581,480,BIKE - STOLEN,IC,Invest Cont,13000         VALLEYHEART                  DR,,"(34.1476, -118.4161)"
07/15/2014,140116640,07/15/2014,1505,01,Central,0144,480,BIKE - STOLEN,IC,Invest Cont,  400      S  SPRING                       ST,,"(34.0488, -118.2483)"
01/20/2014,140204998,01/20/2014,1440,02,Rampart,0203,480,BIKE - STOLEN,IC,Invest Cont,              MONROE,   MADISON,"(34.0857, -118.2892)"
07/16/2014,140811260,07/15/2014,2000,08,West LA,0853,480,BIKE - STOLEN,IC,Invest Cont, 1800         BELOIT                       AV,,"(34.0445, -118.4452)"
02/10/2014,140805494,01/20/2014,0800,08,West LA,0889,480,BIKE - STOLEN,IC,Invest Cont, 1900      S  GARTH                        AV,,"(34.043, -118.3785)"
07/14/2014,140116587,07/14/2014,1400,01,Central,0154,480,BIKE - STOLEN,AA,Adult Arrest,  500      S  MAIN                         ST,,"(34.0467, -118.2485)"
07/30/2014,140616495,07/14/2014,0900,06,Hollywood,0644,480,BIKE - STOLEN,IC,Invest Cont, 1300      N  DETROIT                      ST,,"(34.0944, -118.3452)"
07/16/2014,141418470,07/14/2014,2100,14,Pacific,1443,480,BIKE - STOLEN,IC,Invest Cont, 2400         WALNUT                       AV,,"(33.9934, -118.4486)"
07/14/2014,140116578,07/13/2014,1900,01,Central,0174,480,BIKE - STOLEN,IC,Invest Cont,  700      S  MAIN                         ST,,"(34.0439, -118.2514)"
07/13/2014,140213972,07/13/2014,0300,02,Rampart,0212,480,BIKE - STOLEN,IC,Invest Cont,  400      N  VERMONT                      AV,,"(34.0777, -118.2917)"
01/19/2014,142004870,01/19/2014,1600,20,Olympic,2029,480,BIKE - STOLEN,IC,Invest Cont,              WESTMORELAND,   6TH                          ST,"(34.0637, -118.2884)"
01/18/2014,140204878,01/18/2014,0030,02,Rampart,0249,480,BIKE - STOLEN,IC,Invest Cont,  600         SAINT PAUL                   AV,,"(34.0535, -118.2609)"
01/19/2014,140204943,01/18/2014,2030,02,Rampart,0256,480,BIKE - STOLEN,IC,Invest Cont,  600      S  WESTLAKE                     AV,,"(34.059, -118.2736)"
01/23/2014,140605323,01/18/2014,0700,06,Hollywood,0656,480,BIKE - STOLEN,IC,Invest Cont, 6000         ELEANOR                      AV,,"(34.0899, -118.3223)"
07/14/2014,141012210,07/13/2014,1830,10,West Valley,1023,480,BIKE - STOLEN,IC,Invest Cont,19100         HAYNES                       ST,,"(34.1898, -118.5491)"
07/13/2014,141113337,07/13/2014,1750,11,Northeast,1145,480,BIKE - STOLEN,IC,Invest Cont, 2400         RIVERSIDE                    DR,,"(34.1049, -118.2545)"
07/14/2014,141113397,07/13/2014,0030,11,Northeast,1151,480,BIKE - STOLEN,IC,Invest Cont, 1500      N  EDGEMONT                     ST,,"(34.0982, -118.2961)"
07/18/2014,141113615,07/13/2014,1600,11,Northeast,1173,480,BIKE - STOLEN,IC,Invest Cont, 1600         EWING                        ST,,"(34.0877, -118.2502)"
01/20/2014,141205150,01/18/2014,2230,12,77th Street,1267,480,BIKE - STOLEN,IC,Invest Cont, 8400      S  FIGUEROA                     ST,,"(33.9623, -118.2827)"
01/18/2014,142004853,01/18/2014,1630,20,Olympic,2005,480,BIKE - STOLEN,IC,Invest Cont,  400      N  KINGSLEY                     DR,,"(34.0777, -118.3035)"
01/17/2014,140204815,01/17/2014,0100,02,Rampart,0269,480,BIKE - STOLEN,IC,Invest Cont,              8TH                          ST,   HARTFORD                     AV,"(34.0518, -118.271)"
08/11/2014,142014688,07/13/2014,1500,20,Olympic,2019,480,BIKE - STOLEN,IC,Invest Cont,  100      N  COMMONWEALTH                 AV,,"(34.0735, -118.2856)"
07/15/2014,140512131,07/12/2014,1200,05,Harbor,0564,480,BIKE - STOLEN,IC,Invest Cont,  200      W  5TH                          ST,,"(33.7403, -118.2814)"
08/14/2014,140617420,07/12/2014,1500,06,Hollywood,0646,480,BIKE - STOLEN,IC,Invest Cont,              SUNSET,   VINE,"(34.098, -118.3267)"
07/13/2014,140711356,07/12/2014,1645,07,Wilshire,0737,480,BIKE - STOLEN,IC,Invest Cont,  700      S  ORANGE                       DR,,"(34.0622, -118.3418)"
07/20/2014,141012500,07/12/2014,0005,10,West Valley,1045,480,BIKE - STOLEN,IC,Invest Cont, 5800         JAMIESON                     AV,,"(34.1763, -118.5221)"
01/17/2014,141704713,01/17/2014,1330,17,Devonshire,1764,480,BIKE - STOLEN,IC,Invest Cont,19300         NORDHOFF                     WY,,"(34.2355, -118.5536)"
01/23/2014,141905170,01/17/2014,2000,19,Mission,1959,480,BIKE - STOLEN,IC,Invest Cont, 9900         LEV                          AV,,"(34.2502, -118.4332)"
01/16/2014,141104686,01/16/2014,1930,11,Northeast,1133,480,BIKE - STOLEN,IC,Invest Cont, 3300         HOLLYDALE                    DR,,"(34.1119, -118.2591)"
07/13/2014,141012186,07/11/2014,1615,10,West Valley,1023,480,BIKE - STOLEN,IC,Invest Cont,19100         SHERMAN                      WY,,"(34.201, -118.5492)"
01/18/2014,141704751,01/16/2014,1700,17,Devonshire,1747,480,BIKE - STOLEN,IC,Invest Cont,16600         CHATSWORTH                   ST,,"(34.2647, -118.4935)"
01/16/2014,142004707,01/16/2014,0400,20,Olympic,2027,480,BIKE - STOLEN,IC,Invest Cont, 3500      W  6TH                          ST,,"(34.0636, -118.2979)"
01/16/2014,140105009,01/15/2014,0900,01,Central,0112,480,BIKE - STOLEN,IC,Invest Cont,  300      N  SPRING                       ST,,"(34.0549, -118.2426)"
01/15/2014,140704592,01/15/2014,1700,07,Wilshire,0783,480,BIKE - STOLEN,AA,Adult Arrest, 2300      S  RIDGELEY                     DR,,"(34.0364, -118.3601)"
07/12/2014,142013039,07/11/2014,2300,20,Olympic,2035,480,BIKE - STOLEN,IC,Invest Cont,  700      S  MARIPOSA                     AV,,"(34.0598, -118.2987)"
07/11/2014,142013058,07/11/2014,1825,20,Olympic,2015,480,BIKE - STOLEN,IC,Invest Cont,              BEVERLY                      BL,   NORMANDIE                    AV,"(34.0763, -118.2999)"
07/10/2014,140116320,07/10/2014,1240,01,Central,0192,480,BIKE - STOLEN,IC,Invest Cont,  200      W  WASHINGTON                   BL,,"(34.032, -118.2667)"
07/10/2014,140315373,07/10/2014,0120,03,Southwest,0357,480,BIKE - STOLEN,IC,Invest Cont, 1100         EXPOSITION                   BL,,"(34.0182, -118.2944)"
01/15/2014,141504803,01/15/2014,1000,15,N Hollywood,1557,480,BIKE - STOLEN,IC,Invest Cont,10700         CAMARILLO                    ST,,"(34.1577, -118.3637)"
01/14/2014,140104905,01/14/2014,1900,01,Central,0164,480,BIKE - STOLEN,IC,Invest Cont,  600      S  MAIN                         ST,,"(34.0453, -118.2499)"
01/14/2014,140305186,01/14/2014,1830,03,Southwest,0311,480,BIKE - STOLEN,IC,Invest Cont, 5400         CARLIN                       ST,,"(34.0305, -118.3615)"
07/18/2014,141712583,07/10/2014,2100,17,Devonshire,1735,480,BIKE - STOLEN,IC,Invest Cont,17100         LUDLOW                       ST,,"(34.2709, -118.5048)"
08/03/2014,142014297,07/10/2014,1900,20,Olympic,2014,480,BIKE - STOLEN,IC,Invest Cont,  100      S  NORMANDIE                    AV,,"(34.0728, -118.3004)"
07/10/2014,140116287,07/09/2014,0010,01,Central,0154,480,BIKE - STOLEN,IC,Invest Cont,  500      S  SPRING                       ST,,"(34.0474, -118.2496)"
07/10/2014,140116313,07/09/2014,1200,01,Central,0152,480,BIKE - STOLEN,IC,Invest Cont,  500      S  FLOWER                       ST,,"(34.0516, -118.2561)"
01/14/2014,140604805,01/14/2014,1615,06,Hollywood,0676,480,BIKE - STOLEN,IC,Invest Cont,              GOWER                        ST,   SUNSET                       BL,"(34.084, -118.3223)"
01/14/2014,141704606,01/14/2014,1400,17,Devonshire,1735,480,BIKE - STOLEN,IC,Invest Cont,              CHATSWORTH                   ST,   LINDLEY                      AV,"(34.2645, -118.5278)"
07/09/2014,141113117,07/09/2014,1110,11,Northeast,1171,480,BIKE - STOLEN,IC,Invest Cont, 1800         LUCILE                       AV,,"(34.0941, -118.276)"
01/17/2014,140704453,01/13/2014,1500,07,Wilshire,0701,480,BIKE - STOLEN,IC,Invest Cont,  800      N  FAIRFAX                      AV,,"(34.0856, -118.3614)"
07/08/2014,141011901,07/08/2014,1120,10,West Valley,1025,480,BIKE - STOLEN,IC,Invest Cont,              SHERMAN,   ETIWANDA,"(34.2011, -118.5317)"
07/08/2014,141113130,07/08/2014,2200,11,Northeast,1138,480,BIKE - STOLEN,IC,Invest Cont, 5900         MESA                         AV,,"(34.1146, -118.1937)"
07/07/2014,140116113,07/07/2014,1300,01,Central,0128,480,BIKE - STOLEN,IC,Invest Cont,              1ST                          ST,   ONIZUKA,"(34.0514, -118.2423)"
08/07/2014,140215476,07/07/2014,2100,02,Rampart,0219,480,BIKE - STOLEN,IC,Invest Cont,  900      E  EDGEWARE                     RD,,"(34.0698, -118.2528)"
07/08/2014,141011909,07/07/2014,1555,10,West Valley,1041,480,BIKE - STOLEN,IC,Invest Cont,              OXNARD                       ST,   YOLANDA                      AV,"(34.1793, -118.5611)"
07/09/2014,141012012,07/07/2014,1800,10,West Valley,1044,480,BIKE - STOLEN,IC,Invest Cont,18300         HATTERAS                     ST,,"(34.1775, -118.5308)"
01/15/2014,141704619,01/13/2014,2200,17,Devonshire,1752,480,BIKE - STOLEN,IC,Invest Cont, 9900         LURLINE                      AV,,"(34.25, -118.5842)"
07/21/2014,142013562,07/07/2014,2030,20,Olympic,2001,480,BIKE - STOLEN,IC,Invest Cont,  600      N  BEACHWOOD                    DR,,"(34.0817, -118.3217)"
07/08/2014,140711309,07/06/2014,0800,07,Wilshire,0723,480,BIKE - STOLEN,IC,Invest Cont, 8000         BLACKBURN                    AV,,"(34.0711, -118.364)"
01/13/2014,141704544,01/12/2014,2200,17,Devonshire,1785,480,BIKE - STOLEN,IC,Invest Cont, 8900         ETIWANDA                     AV,,"(34.2319, -118.5317)"
01/14/2014,140704591,01/11/2014,1500,07,Wilshire,0701,480,BIKE - STOLEN,IC,Invest Cont,  800      N  FAIRFAX                      AV,,"(34.0856, -118.3614)"
07/07/2014,141914982,07/06/2014,2100,19,Mission,1954,480,BIKE - STOLEN,IC,Invest Cont,15300         CHATSWORTH                   ST,,"(34.2645, -118.4651)"
07/05/2014,140115974,07/05/2014,1600,01,Central,0164,480,BIKE - STOLEN,AA,Adult Arrest,  600      S  MAIN                         ST,,"(34.0453, -118.2499)"
07/06/2014,140116052,07/05/2014,1830,01,Central,0145,480,BIKE - STOLEN,IC,Invest Cont,              LOS ANGELES,   WINSTON,"(34.0461, -118.2476)"
01/12/2014,141104454,01/11/2014,1030,11,Northeast,1101,480,BIKE - STOLEN,IC,Invest Cont,              CRYSTAL SPRINGS              DR,   ZOO                          DR,"(34.1525, -118.287)"
